WKT;id;nom;type;uri
"MULTIPOINT ((903762.970992732 6435884.05526524))";"444665972";Les Bruyères;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((901207.790081571 6441964.16571172))";"4461679825";Les Playes;amenity#restaurant;http
"MULTIPOINT ((899314.41513478 6438629.63118412))";"4465349339";;aerialway#station;http://purl.org/choucas.ign.fr/oor#gare
"MULTIPOINT ((902321.778224266 6440014.68952137))";"4467372547";Côte 2000;aerialway#station;http://purl.org/choucas.ign.fr/oor#gare
"MULTIPOINT ((901368.596577485 6442174.72791327))";"4469200224";;tourism#caravan_site;http://purl.org/choucas.ign.fr/oor#camping
"MULTIPOINT ((899147.417241577 6439117.03967165))";"449106832";Rambins;piste:difficulty#novice;http
"MULTIPOINT ((899033.530355715 6439469.5527686))";"449176829";Rambins;piste:difficulty#novice;http
"MULTIPOINT ((901231.540707829 6441963.47224795))";"449201744";;amenity#parking;http://purl.org/choucas.ign.fr/oor#parking
"MULTIPOINT ((898930.681984215 6432011.24695868))";"4542511065";Pot 2;natural#cave_entrance;http://purl.org/choucas.ign.fr/oor#grotte
"MULTIPOINT ((904280.382199764 6435440.52527011))";"457464727";Gallo-Romain;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((903417.446416201 6436040.54320688))";"457464728";;aerialway#station;http://purl.org/choucas.ign.fr/oor#gare
"MULTIPOINT ((903506.369827947 6435441.04572568))";"457464729";;aerialway#station;http://purl.org/choucas.ign.fr/oor#gare
"MULTIPOINT ((903538.237837316 6435394.97156445))";"457464730";Mauret;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((903459.501198474 6435396.06275315))";"457464732";Mauret;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((901171.394855458 6435960.82238723))";"457465063";Les Poules;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((900670.435740143 6435863.96410531))";"457465155";Mulet du Curé;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((900714.915195835 6436225.32631493))";"457465297";Pas de la Balme;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((900152.194192879 6437158.62121645))";"457465421";Combeauvieux;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((901579.428921415 6437038.81652127))";"457465696";La Petite Moucherolle;natural#peak;http://purl.org/choucas.ign.fr/oor#sommet
"MULTIPOINT ((901697.710161735 6437115.77087023))";"457465721";Col des Moucherolles;mountain_pass#yes;http://purl.org/choucas.ign.fr/oor#col
"MULTIPOINT ((901939.238826066 6437225.73188971))";"457465798";;man_made#antenna;http://purl.org/choucas.ign.fr/oor#antenne
"MULTIPOINT ((902001.67721179 6437245.09509921))";"457465805";La Grande Moucherolle;man_made#survey_point;http://purl.org/choucas.ign.fr/oor#borne_géodésique
"MULTIPOINT ((901213.972552659 6437759.05785646))";"457465959";Pas de la Fenêtre;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((901245.017863408 6437976.19625519))";"457466049";Source Bressant;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((903037.110499087 6437143.02366716))";"457466323";Col des Deux Sœurs;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((903037.786649228 6437144.04585954))";"457466324";Col des Deux Sœurs;mountain_pass#yes;http://purl.org/choucas.ign.fr/oor#col
"MULTIPOINT ((904343.555038315 6438245.16797458))";"457482359";;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
"MULTIPOINT ((904463.484382546 6437644.70412811))";"457482447";;information#guidepost;http://purl.org/choucas.ign.fr/oor#panneau
